sentence,cryptocurrency,span_start,span_stop
This is my sentence that contains a WePower,wepower,36,43
This is my sentence that contains a WPR,wepower,36,39
This is my sentence U.CASH contains a cryptocurrency.,ucash,20,26
This is my sentence UCASH contains a cryptocurrency.,ucash,20,25
This is GoldMint sentence that contains a cryptocurrency.,goldmint,8,16
This is MNTP sentence that contains a cryptocurrency.,goldmint,8,12
Shekel is my sentence that contains a cryptocurrency.,shekel,0,6
JEW is my sentence that contains a cryptocurrency.,shekel,0,3
This is my ACChain that contains a cryptocurrency.,acchain,11,18
This is my ACC that contains a cryptocurrency.,acchain,11,14
MktCoin is my sentence that contains a cryptocurrency.,mktcoin,0,7
MLM is my sentence that contains a cryptocurrency.,mktcoin,0,3
This is my sentence that contains a Animation Vision Cash,animation-vision-cash,36,57
This is my sentence that contains a AVH,animation-vision-cash,36,39
This is my LOCIcoin that contains a cryptocurrency.,locicoin,11,19
This is my LOCI that contains a cryptocurrency.,locicoin,11,15
This is my sentence that contains a Indicoin,indicoin,36,44
This is my sentence that contains a INDI,indicoin,36,40
This is my Jesus Coin that contains a cryptocurrency.,jesus-coin,11,21
This is my JC that contains a cryptocurrency.,jesus-coin,11,13
This is BioCoin sentence that contains a cryptocurrency.,biocoin,8,15
This is BIO sentence that contains a cryptocurrency.,biocoin,8,11
This is my sentence that Superior Coin a cryptocurrency.,superior-coin,25,38
This is my sentence that SUP a cryptocurrency.,superior-coin,25,28
This is my sentence that Tigereum a cryptocurrency.,tigereum,25,33
This is my sentence that TIG a cryptocurrency.,tigereum,25,28
This is my sentence Universa contains a cryptocurrency.,universa,20,28
This is my sentence UTNP contains a cryptocurrency.,universa,20,24
This Alphacat my sentence that contains a cryptocurrency.,alphacat,5,13
This ACAT my sentence that contains a cryptocurrency.,alphacat,5,9
This is my sentence that contains Envion cryptocurrency.,envion,34,40
This is my sentence that contains EVN cryptocurrency.,envion,34,37
This SureRemit my sentence that contains a cryptocurrency.,sureremit,5,14
This RMT my sentence that contains a cryptocurrency.,sureremit,5,8
Dether is my sentence that contains a cryptocurrency.,dether,0,6
DTH is my sentence that contains a cryptocurrency.,dether,0,3
Cashaa is my sentence that contains a cryptocurrency.,cashaa,0,6
CAS is my sentence that contains a cryptocurrency.,cashaa,0,3
This is my sentence that Fusion a cryptocurrency.,fusion,25,31
This is my sentence that FSN a cryptocurrency.,fusion,25,28
This is my sentence that W3Coin a cryptocurrency.,w3coin,25,31
This is my sentence that W3C a cryptocurrency.,w3coin,25,28
This is my Etherecash that contains a cryptocurrency.,etherecash,11,21
This is my ECH that contains a cryptocurrency.,etherecash,11,14
This is my sentence that Restart Energy MWAT a cryptocurrency.,restart-energy-mwat,25,44
This is my sentence that MWAT a cryptocurrency.,restart-energy-mwat,25,29
Gladius Token is my sentence that contains a cryptocurrency.,gladius-token,0,13
GLA is my sentence that contains a cryptocurrency.,gladius-token,0,3
This DADI my sentence that contains a cryptocurrency.,dadi,5,9
This DADI my sentence that contains a cryptocurrency.,dadi,5,9
This is my Neurotoken that contains a cryptocurrency.,neurotoken,11,21
This is my NTK that contains a cryptocurrency.,neurotoken,11,14
Gems  is my sentence that contains a cryptocurrency.,gems-protocol,0,5
GEM is my sentence that contains a cryptocurrency.,gems-protocol,0,3
This is my sentence that contains Nectar cryptocurrency.,nectar,34,40
This is my sentence that contains NEC cryptocurrency.,nectar,34,37
This is my sentence that contains Republic Protocol cryptocurrency.,republic-protocol,34,51
This is my sentence that contains REN cryptocurrency.,republic-protocol,34,37
This is my sentence that contains Litecoin Cash cryptocurrency.,litecoin-cash,34,47
This is my sentence that contains LCC cryptocurrency.,litecoin-cash,34,37
This is my sentence that Storiqa a cryptocurrency.,storiqa,25,32
This is my sentence that STQ a cryptocurrency.,storiqa,25,28
This is my sentence that contains a Tidex Token,tidex-token,36,47
This is my sentence that contains a TDX,tidex-token,36,39
This is my COPYTRACK that contains a cryptocurrency.,copytrack,11,20
This is my CPY that contains a cryptocurrency.,copytrack,11,14
This is my sentence Nucleus Vision contains a cryptocurrency.,nucleus-vision,20,34
This is my sentence NCASH contains a cryptocurrency.,nucleus-vision,20,25
This is Arcblock sentence that contains a cryptocurrency.,arcblock,8,16
This is ABT sentence that contains a cryptocurrency.,arcblock,8,11
This Remme my sentence that contains a cryptocurrency.,remme,5,10
This REM my sentence that contains a cryptocurrency.,remme,5,8
This is my sentence Experty contains a cryptocurrency.,experty,20,27
This is my sentence EXY contains a cryptocurrency.,experty,20,23
This is my sentence that contains a POA Network,poa-network,36,47
This is my sentence that contains a POA,poa-network,36,39
This is my Ink Protocol that contains a cryptocurrency.,ink-protocol,11,23
This is my XNK that contains a cryptocurrency.,ink-protocol,11,14
This is my Rock that contains a cryptocurrency.,rock,11,15
This is my RKT that contains a cryptocurrency.,rock,11,14
This is my sentence that contains a Bezop,bezop,36,41
This is my sentence that contains a BEZ,bezop,36,39
This is my sentence that IHT Real Estate Protocol a cryptocurrency.,iht-real-estate-protocol,25,49
This is my sentence that IHT a cryptocurrency.,iht-real-estate-protocol,25,28
Refereum is my sentence that contains a cryptocurrency.,refereum,0,8
RFR is my sentence that contains a cryptocurrency.,refereum,0,3
This Lympo my sentence that contains a cryptocurrency.,lympo,5,10
This LYM my sentence that contains a cryptocurrency.,lympo,5,8
Sether is my sentence that contains a cryptocurrency.,sether,0,6
SETH is my sentence that contains a cryptocurrency.,sether,0,4
Credits is my sentence that contains a cryptocurrency.,credits,0,7
CS is my sentence that contains a cryptocurrency.,credits,0,2
This is my sentence Bee Token contains a cryptocurrency.,bee-token,20,29
This is my sentence BEE contains a cryptocurrency.,bee-token,20,23
This is my Insights Network that contains a cryptocurrency.,insights-network,11,27
This is my INSTAR that contains a cryptocurrency.,insights-network,11,17
This is my sentence that contains a Cube,cube,36,40
This is my sentence that contains a AUTO,cube,36,40
This EZToken my sentence that contains a cryptocurrency.,eztoken,5,12
This EZT my sentence that contains a cryptocurrency.,eztoken,5,8
BitTube is my sentence that contains a cryptocurrency.,bit-tube,0,7
TUBE is my sentence that contains a cryptocurrency.,bit-tube,0,4
This is Education Ecosystem sentence that contains a cryptocurrency.,education-ecosystem,8,27
This is LEDU sentence that contains a cryptocurrency.,education-ecosystem,8,12
This TrueUSD my sentence that contains a cryptocurrency.,trueusd,5,12
This TUSD my sentence that contains a cryptocurrency.,trueusd,5,9
This HOQU my sentence that contains a cryptocurrency.,hoqu,5,9
This HQX my sentence that contains a cryptocurrency.,hoqu,5,8
This is my sentence that StarterCoin a cryptocurrency.,startercoin,25,36
This is my sentence that STAC a cryptocurrency.,startercoin,25,29
This is my sentence that contains a Ontology,ontology,36,44
This is my sentence that contains a ONT,ontology,36,39
This is my sentence DATx contains a cryptocurrency.,datx,20,24
This is my sentence DATX contains a cryptocurrency.,datx,20,24
This JET8 my sentence that contains a cryptocurrency.,jet8,5,9
This J8T my sentence that contains a cryptocurrency.,jet8,5,8
This is my sentence that CoinPoker a cryptocurrency.,coinpoker,25,34
This is my sentence that CHP a cryptocurrency.,coinpoker,25,28
This is my sentence that TomoChain a cryptocurrency.,tomochain,25,34
This is my sentence that TOMO a cryptocurrency.,tomochain,25,29
This is my sentence that Graft a cryptocurrency.,graft,25,30
This is my sentence that GRFT a cryptocurrency.,graft,25,29
BABB is my sentence that contains a cryptocurrency.,babb,0,4
BAX is my sentence that contains a cryptocurrency.,babb,0,3
This Electrify.Asia my sentence that contains a cryptocurrency.,electrifyasia,5,19
This ELEC my sentence that contains a cryptocurrency.,electrifyasia,5,9
This is my sentence that contains a Bitcoin Private,bitcoin-private,36,51
This is my sentence that contains a BTCP,bitcoin-private,36,40
This Tokenomy my sentence that contains a cryptocurrency.,tokenomy,5,13
This TEN my sentence that contains a cryptocurrency.,tokenomy,5,8
This is my sentence that Ravencoin a cryptocurrency.,ravencoin,25,34
This is my sentence that RVN a cryptocurrency.,ravencoin,25,28
This is my sentence TE-FOOD contains a cryptocurrency.,te-food,20,27
This is my sentence TFD contains a cryptocurrency.,te-food,20,23
This is my sentence ShipChain contains a cryptocurrency.,shipchain,20,29
This is my sentence SHIP contains a cryptocurrency.,shipchain,20,24
Leadcoin is my sentence that contains a cryptocurrency.,leadcoin,0,8
LDC is my sentence that contains a cryptocurrency.,leadcoin,0,3
This is my sentence Sharpe Platform Token contains a cryptocurrency.,sharpe-platform-token,20,41
This is my sentence SHP contains a cryptocurrency.,sharpe-platform-token,20,23
This is my sentence LALA World contains a cryptocurrency.,lala-world,20,30
This is my sentence LALA contains a cryptocurrency.,lala-world,20,24
Octoin Coin is my sentence that contains a cryptocurrency.,octoin-coin,0,11
OCC is my sentence that contains a cryptocurrency.,octoin-coin,0,3
This is my Debitum that contains a cryptocurrency.,debitum-network,11,18
This is my DEB that contains a cryptocurrency.,debitum-network,11,14
This is my sentence that Centrality a cryptocurrency.,centrality,25,35
This is my sentence that CENNZ a cryptocurrency.,centrality,25,30
This is my Havven that contains a cryptocurrency.,havven,11,17
This is my HAV that contains a cryptocurrency.,havven,11,14
This Fluz Fluz my sentence that contains a cryptocurrency.,fluz-fluz,5,14
This FLUZ my sentence that contains a cryptocurrency.,fluz-fluz,5,9
This is my sentence that Loom Network a cryptocurrency.,loom-network,25,37
This is my sentence that LOOM a cryptocurrency.,loom-network,25,29
Guaranteed Ethurance Token Extra is my sentence that contains a cryptocurrency.,guaranteed-ethurance-token-extra,0,32
GETX is my sentence that contains a cryptocurrency.,guaranteed-ethurance-token-extra,0,4
This is my sentence HireMatch contains a cryptocurrency.,hirematch,20,29
This is my sentence HIRE contains a cryptocurrency.,hirematch,20,24
Dropil is my sentence that contains a cryptocurrency.,dropil,0,6
DROP is my sentence that contains a cryptocurrency.,dropil,0,4
This is my Banca that contains a cryptocurrency.,banca,11,16
This is my BANCA that contains a cryptocurrency.,banca,11,16
This is my sentence that contains Dragon Coins cryptocurrency.,dragon-coins,34,46
This is my sentence that contains DRG cryptocurrency.,dragon-coins,34,37
This is my LatiumX that contains a cryptocurrency.,latiumx,11,18
This is my LATX that contains a cryptocurrency.,latiumx,11,15
This is my NANJCOIN that contains a cryptocurrency.,nanjcoin,11,19
This is my NANJ that contains a cryptocurrency.,nanjcoin,11,15
This is CK USD sentence that contains a cryptocurrency.,ckusd,8,14
This is CKUSD sentence that contains a cryptocurrency.,ckusd,8,13
This is my sentence UpToken contains a cryptocurrency.,uptoken,20,27
This is my sentence UP contains a cryptocurrency.,uptoken,20,22
This is my sentence Banyan Network contains a cryptocurrency.,banyan-network,20,34
This is my sentence BBN contains a cryptocurrency.,banyan-network,20,23
This is my sentence Noah Coin contains a cryptocurrency.,noah-coin,20,29
This is my sentence NOAH contains a cryptocurrency.,noah-coin,20,24
LGO Exchange is my sentence that contains a cryptocurrency.,legolas-exchange,0,12
LGO is my sentence that contains a cryptocurrency.,legolas-exchange,0,3
This is my sentence that contains a 1World,1world,36,42
This is my sentence that contains a 1WO,1world,36,39
This NaPoleonX my sentence that contains a cryptocurrency.,napoleonx,5,14
This NPX my sentence that contains a cryptocurrency.,napoleonx,5,8
This is my sentence that contains Pundi X cryptocurrency.,pundi-x,34,41
This is my sentence that contains NPXS cryptocurrency.,pundi-x,34,38
Bitcoin Green is my sentence that contains a cryptocurrency.,bitcoin-green,0,13
BITG is my sentence that contains a cryptocurrency.,bitcoin-green,0,4
This is BnkToTheFuture sentence that contains a cryptocurrency.,bnktothefuture,8,22
This is BFT sentence that contains a cryptocurrency.,bnktothefuture,8,11
This Wanchain my sentence that contains a cryptocurrency.,wanchain,5,13
This WAN my sentence that contains a cryptocurrency.,wanchain,5,8
This is my sentence AMLT contains a cryptocurrency.,amlt,20,24
This is my sentence AMLT contains a cryptocurrency.,amlt,20,24
This is Mithril sentence that contains a cryptocurrency.,mithril,8,15
This is MITH sentence that contains a cryptocurrency.,mithril,8,12
This is my sentence Lendroid Support Token contains a cryptocurrency.,lendroid-support-token,20,42
This is my sentence LST contains a cryptocurrency.,lendroid-support-token,20,23
This is my sentence that contains a Peculium,peculium,36,44
This is my sentence that contains a PCL,peculium,36,39
This Spectiv my sentence that contains a cryptocurrency.,signal-token,5,12
This SIG my sentence that contains a cryptocurrency.,signal-token,5,8
This BitRent my sentence that contains a cryptocurrency.,bitrent,5,12
This RNTB my sentence that contains a cryptocurrency.,bitrent,5,9
This is my sentence that contains a BlitzPredict,blitzpredict,36,48
This is my sentence that contains a XBP,blitzpredict,36,39
This is my sentence Blocklancer contains a cryptocurrency.,blocklancer,20,31
This is my sentence LNC contains a cryptocurrency.,blocklancer,20,23
This is my sentence that contains a Stipend,stipend,36,43
This is my sentence that contains a SPD,stipend,36,39
This is my IP Exchange that contains a cryptocurrency.,ip-exchange,11,22
This is my IPSX that contains a cryptocurrency.,ip-exchange,11,15
This is my StockChain that contains a cryptocurrency.,stockchain,11,21
This is my SCC that contains a cryptocurrency.,stockchain,11,14
This is my sentence that contains BitStation cryptocurrency.,bitstation,34,44
This is my sentence that contains BSTN cryptocurrency.,bitstation,34,38
This is my sentence that contains a Switcheo,switcheo,36,44
This is my sentence that contains a SWTH,switcheo,36,40
This is my sentence that contains a Consensus,consensus,36,45
This is my sentence that contains a SEN,consensus,36,39
This is my sentence Sentinel Chain contains a cryptocurrency.,sentinel-chain,20,34
This is my sentence SENC contains a cryptocurrency.,sentinel-chain,20,24
This is my sentence that contains Vice Industry Token cryptocurrency.,vice-industry-token,34,53
This is my sentence that contains VIT cryptocurrency.,vice-industry-token,34,37
Friendz is my sentence that contains a cryptocurrency.,friends,0,7
FDZ is my sentence that contains a cryptocurrency.,friends,0,3
TokenPay is my sentence that contains a cryptocurrency.,tokenpay,0,8
TPAY is my sentence that contains a cryptocurrency.,tokenpay,0,4
This Rentberry my sentence that contains a cryptocurrency.,rentberry,5,14
This BERRY my sentence that contains a cryptocurrency.,rentberry,5,10
This is Stellite sentence that contains a cryptocurrency.,stellite,8,16
This is XTL sentence that contains a cryptocurrency.,stellite,8,11
This is my sentence that contains PolySwarm cryptocurrency.,polyswarm,34,43
This is my sentence that contains NCT cryptocurrency.,polyswarm,34,37
ODEM is my sentence that contains a cryptocurrency.,odem,0,4
ODE is my sentence that contains a cryptocurrency.,odem,0,3
This is Monero Original sentence that contains a cryptocurrency.,monero-original,8,23
This is XMO sentence that contains a cryptocurrency.,monero-original,8,11
This is Stakenet sentence that contains a cryptocurrency.,stakenet,8,16
This is XSN sentence that contains a cryptocurrency.,stakenet,8,11
This is my sentence that XinFin Network a cryptocurrency.,xinfin-network,25,39
This is my sentence that XDCE a cryptocurrency.,xinfin-network,25,29
This is TokenDesk sentence that contains a cryptocurrency.,tokendesk,8,17
This is TDS sentence that contains a cryptocurrency.,tokendesk,8,11
This is my sentence that contains a BelugaPay,belugapay,36,45
This is my sentence that contains a BBI,belugapay,36,39
This is my Fidelium that contains a cryptocurrency.,fidelium,11,19
This is my FID that contains a cryptocurrency.,fidelium,11,14
This Cortex my sentence that contains a cryptocurrency.,cortex,5,11
This CTXC my sentence that contains a cryptocurrency.,cortex,5,9
This is my sentence that contains Arbitracoin cryptocurrency.,arbitracoin,34,45
This is my sentence that contains ATC cryptocurrency.,arbitracoin,34,37
This WCOIN my sentence that contains a cryptocurrency.,wawllet,5,10
This WIN my sentence that contains a cryptocurrency.,wawllet,5,8
This is my sentence Apex contains a cryptocurrency.,apex,20,24
This is my sentence CPX contains a cryptocurrency.,apex,20,23
This is my CyberVein that contains a cryptocurrency.,cybervein,11,20
This is my CVT that contains a cryptocurrency.,cybervein,11,14
This is my sentence that Sentinel a cryptocurrency.,sentinel,25,33
This is my sentence that SENT a cryptocurrency.,sentinel,25,29
This is my sentence that contains eosDAC cryptocurrency.,eosdac,34,40
This is my sentence that contains EOSDAC cryptocurrency.,eosdac,34,40
This is my U Network that contains a cryptocurrency.,u-network,11,20
This is my UUU that contains a cryptocurrency.,u-network,11,14
AdHive is my sentence that contains a cryptocurrency.,adhive,0,6
ADH is my sentence that contains a cryptocurrency.,adhive,0,3
This is my sentence SnipCoin contains a cryptocurrency.,snipcoin,20,28
This is my sentence SNIP contains a cryptocurrency.,snipcoin,20,24
This is my Bitsum that contains a cryptocurrency.,bitsum,11,17
This is my BSM that contains a cryptocurrency.,bitsum,11,14
This is my DeviantCoin that contains a cryptocurrency.,deviantcoin,11,22
This is my DEV that contains a cryptocurrency.,deviantcoin,11,14
This is CommerceBlock sentence that contains a cryptocurrency.,commerceblock,8,21
This is CBT sentence that contains a cryptocurrency.,commerceblock,8,11
This is my sentence GreenMed contains a cryptocurrency.,greenmed,20,28
This is my sentence GRMD contains a cryptocurrency.,greenmed,20,24
This is my sentence that Curriculum Vitae a cryptocurrency.,curriculum-vitae,25,41
This is my sentence that CVH a cryptocurrency.,curriculum-vitae,25,28
This is my sentence that contains Auctus cryptocurrency.,auctus,34,40
This is my sentence that contains AUC cryptocurrency.,auctus,34,37
This is my sentence that contains a Budbo,budbo,36,41
This is my sentence that contains a BUBO,budbo,36,40
Monero Classic is my sentence that contains a cryptocurrency.,monero-classic,0,14
XMC is my sentence that contains a cryptocurrency.,monero-classic,0,3
This Daneel my sentence that contains a cryptocurrency.,daneel,5,11
This DAN my sentence that contains a cryptocurrency.,daneel,5,8
This BrahmaOS my sentence that contains a cryptocurrency.,brahmaos,5,13
This BRM my sentence that contains a cryptocurrency.,brahmaos,5,8
This is my SyncFab that contains a cryptocurrency.,syncfab,11,18
This is my MFG that contains a cryptocurrency.,syncfab,11,14
This is my sentence that contains Dignity cryptocurrency.,dignity,34,41
This is my sentence that contains DIG cryptocurrency.,dignity,34,37
This is my Aditus that contains a cryptocurrency.,aditus,11,17
This is my ADI that contains a cryptocurrency.,aditus,11,14
This is my sentence that contains Tripio cryptocurrency.,tripio,34,40
This is my sentence that contains TRIO cryptocurrency.,tripio,34,38
This is my sentence that contains a Haven Protocol,haven-protocol,36,50
This is my sentence that contains a XHV,haven-protocol,36,39
This is my sentence StarCoin contains a cryptocurrency.,starcointv,20,28
This is my sentence KST contains a cryptocurrency.,starcointv,20,23
This is my sentence CryCash contains a cryptocurrency.,crycash,20,27
This is my sentence CRC contains a cryptocurrency.,crycash,20,23
This is my sentence Dero contains a cryptocurrency.,dero,20,24
This is my sentence DERO contains a cryptocurrency.,dero,20,24
This is my sentence that Effect.AI a cryptocurrency.,effect-ai,25,34
This is my sentence that EFX a cryptocurrency.,effect-ai,25,28
This FintruX Network my sentence that contains a cryptocurrency.,fintrux-network,5,20
This FTX my sentence that contains a cryptocurrency.,fintrux-network,5,8
Earth Token is my sentence that contains a cryptocurrency.,earth-token,0,11
EARTH is my sentence that contains a cryptocurrency.,earth-token,0,5
This is my MARK.SPACE that contains a cryptocurrency.,mark-space,11,21
This is my MRK that contains a cryptocurrency.,mark-space,11,14
This Pixie Coin my sentence that contains a cryptocurrency.,pixie-coin,5,15
This PXC my sentence that contains a cryptocurrency.,pixie-coin,5,8
This is Cropcoin sentence that contains a cryptocurrency.,cropcoin,8,16
This is CROP sentence that contains a cryptocurrency.,cropcoin,8,12
SRCOIN is my sentence that contains a cryptocurrency.,srcoin,0,6
SRCOIN is my sentence that contains a cryptocurrency.,srcoin,0,6
This Chainium my sentence that contains a cryptocurrency.,chainium,5,13
This CHX my sentence that contains a cryptocurrency.,chainium,5,8
This is my sentence Masari contains a cryptocurrency.,masari,20,26
This is my sentence MSR contains a cryptocurrency.,masari,20,23
This Dock my sentence that contains a cryptocurrency.,dock,5,9
This DOCK my sentence that contains a cryptocurrency.,dock,5,9
This is my PHI Token that contains a cryptocurrency.,phi-token,11,20
This is my PHI that contains a cryptocurrency.,phi-token,11,14
This is my sentence that contains Linker Coin cryptocurrency.,linker-coin,34,45
This is my sentence that contains LNC cryptocurrency.,linker-coin,34,37
This is my sentence that TraDove B2BCoin a cryptocurrency.,b2bcoin,25,40
This is my sentence that BBC a cryptocurrency.,b2bcoin,25,28
This is my Decentralized Machine Learning that contains a cryptocurrency.,decentralized-machine-learning,11,41
This is my DML that contains a cryptocurrency.,decentralized-machine-learning,11,14
This is Helbiz sentence that contains a cryptocurrency.,helbiz,8,14
This is HBZ sentence that contains a cryptocurrency.,helbiz,8,11
This is my sentence that contains a Origami,origami,36,43
This is my sentence that contains a ORI,origami,36,39
This is my Holo that contains a cryptocurrency.,holo,11,15
This is my HOT that contains a cryptocurrency.,holo,11,14
This is my sentence TrakInvest contains a cryptocurrency.,trakinvest,20,30
This is my sentence TRAK contains a cryptocurrency.,trakinvest,20,24
This Aphelion my sentence that contains a cryptocurrency.,aphelion,5,13
This APH my sentence that contains a cryptocurrency.,aphelion,5,8
This is my sentence that contains Zebi cryptocurrency.,zebi,34,38
This is my sentence that contains ZCO cryptocurrency.,zebi,34,37
This Lendingblock my sentence that contains a cryptocurrency.,lendingblock,5,17
This LND my sentence that contains a cryptocurrency.,lendingblock,5,8
This is my Proxeus that contains a cryptocurrency.,proxeus,11,18
This is my XES that contains a cryptocurrency.,proxeus,11,14
This is my Vipstar Coin that contains a cryptocurrency.,vipstar-coin,11,23
This is my VIPS that contains a cryptocurrency.,vipstar-coin,11,15
This is my sentence Rublix contains a cryptocurrency.,rublix,20,26
This is my sentence RBLX contains a cryptocurrency.,rublix,20,24
This is my Biotron that contains a cryptocurrency.,biotron,11,18
This is my BTRN that contains a cryptocurrency.,biotron,11,15
This Penta my sentence that contains a cryptocurrency.,penta,5,10
This PNT my sentence that contains a cryptocurrency.,penta,5,8
This is my sentence that contains Nebula AI cryptocurrency.,nebula-ai,34,43
This is my sentence that contains NBAI cryptocurrency.,nebula-ai,34,38
This is my sentence Loopring [NEO] contains a cryptocurrency.,loopring-neo,20,34
This is my sentence LRN contains a cryptocurrency.,loopring-neo,20,23
This is my sentence that Nexo a cryptocurrency.,nexo,25,29
This is my sentence that NEXO a cryptocurrency.,nexo,25,29
This is my VeriME that contains a cryptocurrency.,verime,11,17
This is my VME that contains a cryptocurrency.,verime,11,14
This is my sentence DAEX contains a cryptocurrency.,daex,20,24
This is my sentence DAX contains a cryptocurrency.,daex,20,23
This Hydro my sentence that contains a cryptocurrency.,hydrogen,5,10
This HYDRO my sentence that contains a cryptocurrency.,hydrogen,5,10
This Sharder my sentence that contains a cryptocurrency.,sharder,5,12
This SS my sentence that contains a cryptocurrency.,sharder,5,7
This is my sentence that contains TrustNote cryptocurrency.,trustnote,34,43
This is my sentence that contains TTT cryptocurrency.,trustnote,34,37
This Bitcoin Interest my sentence that contains a cryptocurrency.,bitcoin-interest,5,21
This BCI my sentence that contains a cryptocurrency.,bitcoin-interest,5,8
This is BetterBetting sentence that contains a cryptocurrency.,betterbetting,8,21
This is BETR sentence that contains a cryptocurrency.,betterbetting,8,12
This Transcodium my sentence that contains a cryptocurrency.,transcodium,5,16
This TNS my sentence that contains a cryptocurrency.,transcodium,5,8
This is my sentence that contains a Amon,amon,36,40
This is my sentence that contains a AMN,amon,36,39
Plancoin is my sentence that contains a cryptocurrency.,plancoin,0,8
PLAN is my sentence that contains a cryptocurrency.,plancoin,0,4
This is my FLIP that contains a cryptocurrency.,flip,11,15
This is my FLP that contains a cryptocurrency.,flip,11,14
This is my sentence that contains a Crowd Machine,crowd-machine,36,49
This is my sentence that contains a CMCT,crowd-machine,36,40
This is my sentence that contains Morpheus Labs cryptocurrency.,morpheus-labs,34,47
This is my sentence that contains MITX cryptocurrency.,morpheus-labs,34,38
This is my sentence that contains Live Stars cryptocurrency.,live-stars,34,44
This is my sentence that contains LIVE cryptocurrency.,live-stars,34,38
This is my sentence that contains Docademic cryptocurrency.,docademic,34,43
This is my sentence that contains MTC cryptocurrency.,docademic,34,37
This is my sentence that MyToken a cryptocurrency.,mytoken,25,32
This is my sentence that MT a cryptocurrency.,mytoken,25,27
This is my sentence that KEY a cryptocurrency.,key,25,28
This is my sentence that KEY a cryptocurrency.,key,25,28
This is my sentence that contains a Nexty,nexty,36,41
This is my sentence that contains a NTY,nexty,36,39
This is my ConnectJob that contains a cryptocurrency.,connectjob,11,21
This is my CJT that contains a cryptocurrency.,connectjob,11,14
This is my sentence that contains a BoutsPro,boutspro,36,44
This is my sentence that contains a BOUTS,boutspro,36,41
This is my sentence that PolicyPal Network a cryptocurrency.,policypal-network,25,42
This is my sentence that PAL a cryptocurrency.,policypal-network,25,28
Cybereits is my sentence that contains a cryptocurrency.,cybereits,0,9
CRE is my sentence that contains a cryptocurrency.,cybereits,0,3
This is my sentence that Parkgene a cryptocurrency.,parkgene,25,33
This is my sentence that GENE a cryptocurrency.,parkgene,25,29
This APR Coin my sentence that contains a cryptocurrency.,apr-coin,5,13
This APR my sentence that contains a cryptocurrency.,apr-coin,5,8
This AC3 my sentence that contains a cryptocurrency.,ac3,5,8
This AC3 my sentence that contains a cryptocurrency.,ac3,5,8
This is my sentence that contains FuzeX cryptocurrency.,fuzex,34,39
This is my sentence that contains FXT cryptocurrency.,fuzex,34,37
Zippie is my sentence that contains a cryptocurrency.,zippie,0,6
ZIPT is my sentence that contains a cryptocurrency.,zippie,0,4
This is my Skrumble Network that contains a cryptocurrency.,skrumble-network,11,27
This is my SKM that contains a cryptocurrency.,skrumble-network,11,14
This is my sentence DAOstack contains a cryptocurrency.,daostack,20,28
This is my sentence GEN contains a cryptocurrency.,daostack,20,23
This is my sentence Bezant contains a cryptocurrency.,bezant,20,26
This is my sentence BZNT contains a cryptocurrency.,bezant,20,24
This is TokenStars sentence that contains a cryptocurrency.,tokenstars,8,18
This is TEAM sentence that contains a cryptocurrency.,tokenstars,8,12
This is Fitrova sentence that contains a cryptocurrency.,fitrova,8,15
This is FRV sentence that contains a cryptocurrency.,fitrova,8,11
This is my sentence that contains a Utrum,utrum,36,41
This is my sentence that contains a OOT,utrum,36,39
This is my sentence that contains a Aston,aston,36,41
This is my sentence that contains a ATX,aston,36,39
This is my sentence that contains a Freyrchain,freyrchain,36,46
This is my sentence that contains a FREC,freyrchain,36,40
This is my sentence that contains a EduCoin,edu-coin,36,43
This is my sentence that contains a EDU,edu-coin,36,39
This Content Neutrality Network my sentence that contains a cryptocurrency.,content-neutrality-network,5,31
This CNN my sentence that contains a cryptocurrency.,content-neutrality-network,5,8
This is my sentence that contains InsurChain cryptocurrency.,insurchain,34,44
This is my sentence that contains INSUR cryptocurrency.,insurchain,34,39
This is my sentence that Global Social Chain a cryptocurrency.,global-social-chain,25,44
This is my sentence that GSC a cryptocurrency.,global-social-chain,25,28
This is my sentence Super Game Chain contains a cryptocurrency.,super-game-chain,20,36
This is my sentence SGCC contains a cryptocurrency.,super-game-chain,20,24
Digix Gold Token is my sentence that contains a cryptocurrency.,digix-gold-token,0,16
DGX is my sentence that contains a cryptocurrency.,digix-gold-token,0,3
This is my sentence Influence Chain contains a cryptocurrency.,influence-chain,20,35
This is my sentence INC contains a cryptocurrency.,influence-chain,20,23
This is Intelligent Investment Chain sentence that contains a cryptocurrency.,intelligent-investment-chain,8,36
This is IIC sentence that contains a cryptocurrency.,intelligent-investment-chain,8,11
Sakura Bloom is my sentence that contains a cryptocurrency.,sakura-bloom,0,12
SKB is my sentence that contains a cryptocurrency.,sakura-bloom,0,3
This is my sentence that contains Bank Coin cryptocurrency.,bank-coin,34,43
This is my sentence that contains BANK cryptocurrency.,bank-coin,34,38
This is NPER sentence that contains a cryptocurrency.,nper,8,12
This is NPER sentence that contains a cryptocurrency.,nper,8,12
This is my sentence that contains Dascoin cryptocurrency.,dascoin,34,41
This is my sentence that contains DASC cryptocurrency.,dascoin,34,38
This is my BlockMesh that contains a cryptocurrency.,blockmesh,11,20
This is my BMH that contains a cryptocurrency.,blockmesh,11,14
This is my sentence that Loki a cryptocurrency.,loki,25,29
This is my sentence that LOKI a cryptocurrency.,loki,25,29
Signals Network is my sentence that contains a cryptocurrency.,signals-network,0,15
